Date: 06-11 MAR 2005
Cyclone INGRID
ADV  LAT    LON      TIME     WIND  PR  STAT
  1 -13.20  148.30 03/06/06Z   45     - TROPICAL STORM
  2 -13.70  149.00 03/06/18Z   75     - CYCLONE-1
  3 -14.20  148.60 03/07/06Z  120     - CYCLONE-4
  4 -13.90  148.00 03/07/18Z  130     - CYCLONE-4
  5 -13.90  146.90 03/08/06Z  130     - CYCLONE-4
  6 -13.80  146.00 03/08/18Z  105     - CYCLONE-3
  7 -13.60  145.00 03/09/06Z  105     - CYCLONE-3
  8 -13.20  143.70 03/09/18Z  100     - CYCLONE-3
  9 -13.50  141.70 03/10/06Z   65     - CYCLONE-1
 11 -12.30  138.70 03/11/06Z   80     - CYCLONE-1
 12 -12.20  137.80 03/11/12Z  120     - CYCLONE-4
 13 -11.90  136.80 03/11/18Z  120     - CYCLONE-4
